code,trades,winrate,pnl,return_pct,profit_factor,max_dd,final,bh_return,excess,rank
688271,42,40.5,4288.0,4.3,1.21,-7854.0,104288.0,-42.09800242798808,46.398002427988075,267
605117,52,38.5,4136.0,4.1,1.1,-21635.0,104136.0,-51.01335906943669,55.11335906943669,268
002252,56,33.9,4041.0,4.0,1.21,-5081.0,104041.0,-37.954239569313586,41.954239569313586,269
600809,53,34.0,3933.0,3.9,1.14,-9103.0,103933.0,-64.87477092241906,68.77477092241907,270
600519,51,35.3,3823.0,3.8,1.18,-4818.0,103823.0,-31.940170940170944,35.74017094017094,271
603806,57,36.8,3722.0,3.7,1.12,-14048.0,103722.0,-87.83011583011583,91.53011583011583,272
300957,53,28.3,3155.0,3.2,1.12,-13513.0,103155.0,-84.21362077413033,87.41362077413034,273
603596,47,38.3,2508.0,2.5,1.07,-14175.0,102508.0,-35.39719626168224,37.89719626168224,274
600760,52,36.5,2312.0,2.3,1.08,-13425.0,102312.0,-42.2206800832755,44.520680083275494,275
601006,49,26.5,2220.0,2.2,1.13,-6556.0,102220.0,-20.642978003384094,22.842978003384093,276
002311,57,31.6,1560.0,1.6,1.06,-8111.0,101560.0,-28.395646000946517,29.99564600094652,277
600436,57,28.1,1427.0,1.4,1.05,-9342.0,101427.0,-69.36695278969958,70.76695278969959,278
601012,53,35.8,953.0,1.0,1.04,-13350.0,100953.0,-85.51142923112445,86.51142923112445,279
002594,56,32.1,888.0,0.9,1.02,-28546.0,100888.0,-69.61673191840099,70.51673191840099,280
600132,56,32.1,616.0,0.6,1.02,-7867.0,100616.0,-74.03010647411577,74.63010647411576,281
601888,61,34.4,390.0,0.4,1.02,-11333.0,100390.0,-77.81073741382912,78.21073741382912,282
600887,47,36.2,53.0,0.1,1.0,-7064.0,100053.0,-28.279883381924186,28.379883381924188,283
002352,54,33.3,55.0,0.1,1.0,-5267.0,100055.0,-46.57782165185916,46.67782165185916,284
600606,61,21.3,-427.0,-0.4,0.99,-9794.0,99573.0,-71.07061503416855,70.67061503416855,285
601021,52,38.5,-587.0,-0.6,0.97,-5618.0,99413.0,-4.379860826852234,3.7798608268522336,286
600515,64,26.6,-2070.0,-2.1,0.94,-15034.0,97930.0,-75.59055118110236,73.49055118110236,287
603659,53,32.1,-2251.0,-2.3,0.93,-24016.0,97749.0,-80.02557181417815,77.72557181417815,288
002179,53,30.2,-2620.0,-2.6,0.9,-17993.0,97380.0,-50.75581395348837,48.15581395348837,289
000538,55,36.4,-3877.0,-3.9,0.81,-6036.0,96123.0,-50.765820233776694,46.865820233776695,290
300529,57,33.3,-4972.0,-5.0,0.82,-9754.0,95028.0,-75.8665699782451,70.8665699782451,291
300999,54,25.9,-4984.0,-5.0,0.82,-16478.0,95016.0,-66.43703499586663,61.437034995866625,292
600905,56,23.2,-5533.0,-5.5,0.69,-5146.0,94467.0,-38.1967213114754,32.6967213114754,293
600845,59,27.1,-5749.0,-5.7,0.82,-15705.0,94251.0,-73.4274898078043,67.7274898078043,294
300760,57,22.8,-6780.0,-6.8,0.74,-7366.0,93220.0,-64.8014077425842,58.001407742584206,295
600161,57,31.6,-6880.0,-6.9,0.75,-12524.0,93120.0,-68.01470588235294,61.11470588235294,296
600754,57,28.1,-10060.0,-10.1,0.64,-16800.0,89940.0,-56.147443519619486,46.047443519619485,297
601238,61,23.0,-12253.0,-12.3,0.59,-11414.0,87747.0,-63.61746361746361,51.317463617463616,298
